"","ind_num","ind_abbrev","ind_desc","sic_low","sic_high","sic_desc"
"491","29","29","Banking, Insurance, Real Estate, Trading",6700,6700,"Holding, other investment offices"
"492","29","29","Banking, Insurance, Real Estate, Trading",6710,6719,"Holding offices"
"493","29","29","Banking, Insurance, Real Estate, Trading",6720,6722,"Investment offices"
"494","29","29","Banking, Insurance, Real Estate, Trading",6723,6723,"Management investment, closed-end"
"495","29","29","Banking, Insurance, Real Estate, Trading",6724,6724,"Unit investment trusts"
"496","29","29","Banking, Insurance, Real Estate, Trading",6725,6725,"Face-amount certificate offices"
"497","29","29","Banking, Insurance, Real Estate, Trading",6726,6726,"Unit inv trusts, closed-end"
"498","29","29","Banking, Insurance, Real Estate, Trading",6730,6733,"Trusts"
"499","29","29","Banking, Insurance, Real Estate, Trading",6740,6779,"Investment offices"
"500","29","29","Banking, Insurance, Real Estate, Trading",6790,6791,"Miscellaneous investing"
"501","29","29","Banking, Insurance, Real Estate, Trading",6792,6792,"Oil royalty traders"
"502","29","29","Banking, Insurance, Real Estate, Trading",6793,6793,"Commodity traders"
"503","29","29","Banking, Insurance, Real Estate, Trading",6794,6794,"Patent owners & lessors"
"504","29","29","Banking, Insurance, Real Estate, Trading",6795,6795,"Mineral royalty traders"
"505","29","29","Banking, Insurance, Real Estate, Trading",6798,6798,"REIT"
"506","29","29","Banking, Insurance, Real Estate, Trading",6799,6799,"Investors, NEC"
"507","3","3","Tobacco Products",2100,2199,"Tobacco products"
"508","30","30","Everything Else",4950,4959,"Sanitary services"
"509","30","30","Everything Else",4960,4961,"Steam, air conditioning supplies"
"510","30","30","Everything Else",4970,4971,"Irrigation systems"
"511","30","30","Everything Else",4990,4991,"Cogeneration - SM power producer"
"512","4","4","Recreation",920,999,"Fishing, hunting & trapping"
"513","4","4","Recreation",3650,3651,"Household audio visual equip"
"514","4","4","Recreation",3652,3652,"Phonographic records"
"515","4","4","Recreation",3732,3732,"Boat building and repair"
"516","4","4","Recreation",3930,3931,"Musical instruments"
"517","4","4","Recreation",3940,3949,"Toys"
"518","4","4","Recreation",7800,7829,"Services - motion picture production and distribution"
"519","4","4","Recreation",7830,7833,"Services - motion picture theatres"
"520","4","4","Recreation",7840,7841,"Services - video rental"
"521","4","4","Recreation",7900,7900,"Services - amusement and recreation"
"522","4","4","Recreation",7910,7911,"Services - dance studios"
"523","4","4","Recreation",7920,7929,"Services - bands, entertainers"
"524","4","4","Recreation",7930,7933,"Services - bowling centers"
"525","4","4","Recreation",7940,7949,"Services - professional sports"
"526","4","4","Recreation",7980,7980,"Amusement and recreation services (?)"
"527","4","4","Recreation",7990,7999,"Services - misc entertainment"
"528","5","5","Printing and Publishing",2700,2709,"Printing publishing and allied"
"529","5","5","Printing and Publishing",2710,2719,"Newspapers: publishing-printing"
"530","5","5","Printing and Publishing",2720,2729,"Periodicals: publishing-printing"
"531","5","5","Printing and Publishing",2730,2739,"Books: publishing-printing"
"532","5","5","Printing and Publishing",2740,2749,"Misc publishing"
"533","5","5","Printing and Publishing",2750,2759,"Commercial printing"
"534","5","5","Printing and Publishing",2770,2771,"Greeting card publishing"
"535","5","5","Printing and Publishing",2780,2789,"Book binding"
"536","5","5","Printing and Publishing",2790,2799,"Service industries for print trade"
"537","5","5","Printing and Publishing",3993,3993,"Signs, advertising specialty"
"538","6","6","Consumer Goods",2047,2047,"Dog and cat food"
"539","6","6","Consumer Goods",2391,2392,"Curtains, home furnishings"
"540","6","6","Consumer Goods",2510,2519,"Household furniture"
"541","6","6","Consumer Goods",2590,2599,"Misc furniture and fixtures"
"542","6","6","Consumer Goods",2840,2843,"Soap & other detergents"
"543","6","6","Consumer Goods",2844,2844,"Perfumes cosmetics"
"544","6","6","Consumer Goods",3160,3161,"Luggage"
"545","6","6","Consumer Goods",3170,3171,"Handbags and purses"
"546","6","6","Consumer Goods",3172,3172,"Personal leather goods, except handbags"
"547","6","6","Consumer Goods",3190,3199,"Leather goods"
"548","6","6","Consumer Goods",3229,3229,"Pressed and blown glass"
"549","6","6","Consumer Goods",3260,3260,"Pottery and related products"
"550","6","6","Consumer Goods",3262,3263,"China and earthenware table articles"
"551","6","6","Consumer Goods",3269,3269,"Pottery products"
"552","6","6","Consumer Goods",3230,3231,"Glass products"
"553","6","6","Consumer Goods",3630,3639,"Household appliances"
"554","6","6","Consumer Goods",3750,3751,"Motorcycles, bicycles and parts  (Harley & Huffy)"
"555","6","6","Consumer Goods",3800,3800,"Misc inst, photo goods, watches"
"556","6","6","Consumer Goods",3860,3861,"Photographic equip  (Kodak etc, but also Xerox)"
"557","6","6","Consumer Goods",3870,3873,"Watches clocks and parts"
"558","6","6","Consumer Goods",3910,3911,"Jewelry-precious metals"
"559","6","6","Consumer Goods",3914,3914,"Silverware"
"560","6","6","Consumer Goods",3915,3915,"Jewelers' findings, materials"
"561","6","6","Consumer Goods",3960,3962,"Costume jewelry and notions"
"562","6","6","Consumer Goods",3991,3991,"Brooms and brushes"
"563","6","6","Consumer Goods",3995,3995,"Burial caskets"
"564","7","7","Apparel",2300,2390,"Apparel and other finished products"
"565","7","7","Apparel",3020,3021,"Rubber and plastics footwear"
"566","7","7","Apparel",3100,3111,"Leather tanning and finishing"
"567","7","7","Apparel",3130,3131,"Boot, shoe cut stock, findings"
"568","7","7","Apparel",3140,3149,"Footware except rubber"
"569","7","7","Apparel",3150,3151,"Leather gloves and mittens"
"570","7","7","Apparel",3963,3965,"Fasteners, buttons, needles, pins"
"571","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",2830,2830,"Drugs"
"572","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",2831,2831,"Biological products"
"573","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",2833,2833,"Medicinal chemicals"
"574","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",2834,2834,"Pharmaceutical preparations"
"575","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",2835,2835,"In vitro, in vivo diagnostics"
"576","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",2836,2836,"Biological products, except diagnostics"
"577","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",3693,3693,"X-ray, electromedical app"
"578","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",3840,3849,"Surg & med instru"
"579","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",3850,3851,"Ophthalmic goods"
"580","8","8","Healthcare, Medical Equipment, Pharmaceutical Products",8000,8099,"Services - health"
"581","9","9","Chemicals",2800,2809,"Chemicals and allied products"
"582","9","9","Chemicals",2810,2819,"Industrial inorganical chems"
"583","9","9","Chemicals",2820,2829,"Plastic material & synthetic resin"
"584","9","9","Chemicals",2850,2859,"Paints"
"585","9","9","Chemicals",2860,2869,"Industrial organic chems"
"586","9","9","Chemicals",2870,2879,"Agriculture chemicals"
"587","9","9","Chemicals",2890,2899,"Misc chemical products"
