,cusip,date,bond_ret_truncated,bond_ret_ice,bond_ret_trace,true_bond_ret
354,64806QAK0,2009-09-30,1.0,,1.0333923923611532,1.0333923923611532
355,83001PAD1,2009-09-30,1.0,,1.036382686009817,1.036382686009817
356,92839UAB3,2009-09-30,1.0,,2.5197782934075135,2.5197782934075135
357,92839UAC1,2009-09-30,1.0,,1.8950831957475505,1.8950831957475505
358,650341AB6,2009-10-31,1.0,,1.2919176440467104,1.2919176440467104
359,872962AA3,2009-10-31,1.0,,2.5372233393194654,2.5372233393194654
360,872962AB1,2009-10-31,1.0,,2.2558575443695075,2.2558575443695075
361,261018AB1,2010-01-31,1.0,,1.0659388629086637,1.0659388629086637
362,023139AF5,2010-04-30,1.0,,1.5771931005486028,1.5771931005486028
363,524909AW8,2012-11-30,1.0,,1.5216742834993373,1.5216742834993373
364,023139AF5,2013-01-31,1.0,,1.1312513991944197,1.1312513991944197
365,277461AV1,2013-04-30,1.0,,1.2729123719642026,1.2729123719642026
366,413627AX8,2015-01-31,1.0,0.87375,1.240907915129916,0.87375
367,008294AE0,2015-10-31,1.0,-0.05714,1.0529292644466657,-0.05714
368,768369AF7,2015-11-30,1.0,,1.058230988159174,1.058230988159174
369,608753AG4,2016-01-31,1.0,,1.5968831483427788,1.5968831483427788
370,03834AAA1,2016-03-31,1.0,1.31919,1.3115205361793563,1.31919
371,15942RAB5,2016-03-31,1.0,1.75,1.5854709147033261,1.75
372,15942RAD1,2016-03-31,1.0,1.3667099999999999,1.1285589392384014,1.3667099999999999
373,18683KAA9,2016-03-31,1.0,1.18825,1.207786835558066,1.18825
374,18683KAB7,2016-03-31,1.0,1.29643,1.1995925445097273,1.29643
375,18683KAC5,2016-03-31,1.0,1.19971,1.117223920245719,1.19971
376,18683KAD3,2016-03-31,1.0,1.24053,1.3185496811220307,1.24053
377,18683KAF8,2016-03-31,1.0,1.34438,1.148634465580103,1.34438
378,268787AB4,2016-03-31,1.0,0.74614,1.1358339070282275,0.74614
379,536022AF3,2016-03-31,1.0,0.54391,1.856231235647382,0.54391
380,06051N518,2017-02-28,1.0,,1.2652289246059916,1.2652289246059916
381,06051N518,2017-06-30,1.0,,1.4460830954380193,1.4460830954380193
382,06051R881,2017-11-30,1.0,,1.029562083545497,1.029562083545497
383,480081AK4,2018-04-30,1.0,1.099,1.851276353179044,1.099
384,48020UAA6,2018-04-30,1.0,,2.2544619046589056,2.2544619046589056
385,125896BN9,2020-04-30,1.0,0.19553,1.3377304970337407,0.19553
386,958254AD6,2020-04-30,1.0,0.9395600000000001,1.010969135847627,0.9395600000000001
387,958667AC1,2020-04-30,1.0,1.082,1.1066729390060668,1.082
388,86614WAD8,2020-05-31,1.0,1.1693500000000001,1.1391450383780712,1.1693500000000001
389,34984VAB6,2020-08-31,1.0,1.16802,1.0655529809226612,1.16802
390,00165AAH1,2020-11-30,1.0,,1.853033903713401,1.853033903713401
391,00165CAD6,2020-11-30,1.0,,1.3165693538337981,1.3165693538337981
392,761519BD8,2020-11-30,1.0,,2.1039525657720186,2.1039525657720186
393,761519BF3,2020-11-30,1.0,1.41632,1.4589185236419107,1.41632
394,00165AAH1,2021-01-31,1.0,,3.0009235714175153,3.0009235714175153
395,00165CAB0,2021-01-31,1.0,,2.852344034397802,2.852344034397802
396,00165CAD6,2021-01-31,1.0,,2.6471417250453046,2.6471417250453046
