"","ind_num","ind_abbrev","ind_desc","sic_low","sic_high","sic_desc"
"552","8","8","Construction and Construction Materials",3450,3451,"Screw machine products"
"553","8","8","Construction and Construction Materials",3452,3452,"Bolts, nuts screws"
"554","8","8","Construction and Construction Materials",5030,5039,"Wholesale - lumber and construction materials"
"555","8","8","Construction and Construction Materials",5070,5078,"Wholesale - hardware, plumbing, heating equip"
"556","8","8","Construction and Construction Materials",5198,5198,"Wholesale - Paints, varnishes, and supplies"
"557","8","8","Construction and Construction Materials",5210,5211,"Retail - lumber & other building mat"
"558","8","8","Construction and Construction Materials",5230,5231,"Retail - paint, glass, wallpaper"
"559","8","8","Construction and Construction Materials",5250,5251,"Retail - hardward stores"
"560","9","9","Steel Works Etc",3300,3300,"Primary metal industries"
"561","9","9","Steel Works Etc",3310,3317,"Blast furnaces & steel works"
"562","9","9","Steel Works Etc",3320,3325,"Iron & steel foundries"
"563","9","9","Steel Works Etc",3330,3339,"Prim smelt-refin nonfer metals"
"564","9","9","Steel Works Etc",3340,3341,"Secondary smelt-refin nonfer metals"
"565","9","9","Steel Works Etc",3350,3357,"Rolling & drawing nonferous metals"
"566","9","9","Steel Works Etc",3360,3369,"Non-ferrous foundries and casting"
"567","9","9","Steel Works Etc",3390,3399,"Misc primary metal products"
